"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"123612",7.70579103380621,0.444997585216756,0.231498069265579,12.8440644294982,0.0544322713196837,6.25126474278654,109.654853999072,0.995802773235048,3.21706161318125,0.579579887851475,10.6447186380131,"4"
"124012",7.20730735313819,0.613615403835495,0.185294488382635,3.0291999872437,0.0590098866754364,11.6115759675795,20,0.994749237374343,3.32156581210042,0.622165894726975,11.8,"4"
"126212",7.19081657846159,0.492414350990594,0.176303565390858,1.83766785397996,0.0798915536710511,17,24,0.994304652636012,3.42828949296554,0.593190907817527,11.3019172475576,"4"
"126412",8.0521108249107,0.74326957554782,0.0088420363013242,2.11796220717618,0.0883641666788844,14.3769127306307,26.4611978755082,0.997732977096597,3.34615725890299,0.508839258830198,9.58168747009825,"4"
"127712",8.56688843769953,0.372721469446508,0.635130537010264,6.05473087345267,0.0758333350817986,3,8.54241040134431,0.997931856754528,3.33611528430581,0.635040662580377,11.358878506449,"4"
"129412",7.20638209251316,0.65592685471225,0.0182265224437415,1.80770350919701,0.0780486782467712,6.9353955568706,12,0.996006127977273,3.348820231538,0.457666725854691,9.62903445494829,"4"
"130812",6.87810984348896,0.594028034308086,0.129543444819772,3.78327446971423,0.0617355453581974,15,29,0.995169720823468,3.38884736581889,0.735166757485106,11.1094203600588,"4"
"136412",9.72528313922118,0.356572469062971,0.359711389912228,2.02846432009494,0.0829721381837202,11,62.3260831282572,0.998180322243456,3.25994565723812,0.498735466307154,9.57319092907077,"4"
"137012",7.05427514256298,0.585759807864592,0.181706269974666,1.52336608860192,0.069,4,8.89970479012168,0.994298148639832,3.22959697204543,0.414571782235378,10.0450954361775,"4"
"146812",6.7622157254761,0.693437668901299,0.143233473763305,1.88152520228934,0.0749514779897213,18.8557955047458,32.7826632624405,0.995638156675235,3.41779393211737,0.604701359781658,10.3895399547348,"4"
"148112",6.48667066030657,0.747868681720062,0.0244423688828361,1.7995542906944,0.078638804483187,6,12.9836718401182,0.995923401318278,3.56936692737496,0.625528799499483,9.96457863215179,"4"
"148312",7.02691010464769,0.479265205842453,0.0461640360701202,1.76635451493104,0.0736489827075612,3.25731352931696,7.80406564663393,0.995754762123063,3.36397284667685,0.5110479103594,10.5069270531223,"4"
"148512",7.34610772984924,0.73141818286237,0.0339691255391519,1.83630552147515,0.0886953625489123,4,11,0.996179801971132,3.34908191789327,0.586935689982898,9.74564952571981,"4"
"152212",7.26725767906328,0.591511296334134,0.0709927159760595,1.8187646701493,0.0938684085852277,8.00861487137836,23,0.996074484985896,3.31253710309415,0.576306649546526,9.33484991593965,"4"
"39101",6.90503008342928,0.969327728599457,0.0199541069243786,1.81031487930911,0.0966243217330771,7,19.7935763129184,0.99640996119999,3.48422030048324,0.554319640078188,9.62550546632714,"4"
"4281",8.6945571250476,0.530791361320725,0.35405795236225,2.26030245795846,0.193014898361164,16.5283508913483,45.0868583836127,0.997452730006205,3.12594385110343,0.661407379249536,9.28647317207472,"4"
"8071",8.5603330816428,0.472641752861638,0.297291783935596,2.01869713390056,0.0780164834051856,26.0503590314898,120.266948547193,0.997181076036109,3.17226109458011,0.797802792983478,9.14871459531876,"4"
"95111",5.29006780053943,0.743141912099939,0.0472787940307874,2.0184648135368,0.0505600439553802,40.4199973661927,86.0529716336354,0.99397583056712,3.59100596194573,0.49539267027127,10.2951628632153,"4"
"15231",9.00041890757957,0.536549228110885,0.242765735792548,3.99516969277589,0.481666802929735,30.9595339203698,69,0.998349375674398,3.14724829870011,0.561396662743626,9.8922136464701,"4"
"16221",9.0840141585027,0.633278091362937,0.174744754142995,1.59184260328608,0.0744675281819364,9.97065446959673,20.8721942539734,0.996156693289602,3.16565657960274,0.817118610297215,9.87263214969678,"4"
"16821",7.5728580031471,0.596776064325169,0.119132063911634,1.62140992152334,0.0754159650343847,17.0337036394958,41.9417536381199,0.996071190924042,3.3553963665761,0.513616857302079,9.26118427697338,"4"
"17121",7.86225928292765,0.674823655707351,0.100245166230713,1.54793485705055,0.0621030101426982,4,8.87374295836044,0.99461390319806,3.16738728501599,0.533100116721427,9.64627036491415,"4"
"20021",7.28643941530079,0.868767550880248,0.0360469136696253,2.07425671518595,0.0839283634678575,10.2847608925128,31,0.99582180605052,3.33633157930063,0.505308919355116,10.602515545003,"4"
"22521",8.32642453222224,0.731514238175465,0.275493266120081,2.19135583310583,0.0909878254400062,14.2426178313728,54.6061796214022,0.997302497187949,3.32043555710761,0.548026794421809,10.2181119806269,"4"
"26721",8.05372104170356,0.755184370573572,0.0626964175273258,2.46459031183069,0.0798317692831541,25.4425007702314,60.4401469614598,0.99848586107104,3.55724512116302,0.734701842507898,10.218019684358,"4"
"41021",12.1971151597839,0.460716670102551,0.469770050594237,4.39191066996141,0.0765026420721734,26,49.1649382460069,0.998167371329115,3.09280883418286,0.567642104337775,10.1720114093594,"4"
"57721",9.96602676656611,0.485529368202647,0.240125912984783,2.2971264678671,0.103133914294083,6,14,0.99792273350292,3.33401161743851,0.643717205300482,9.99910445021539,"4"
"60121",8.28899367857223,0.41968026593959,0.360277373729465,1.40346142838,0.0760006888022374,7.97373707291408,23,0.997174783333467,3.26,0.682274564291066,9.69687561808181,"4"
"64821",7.87913342627344,0.687666089299185,0.287471433640579,2.4113981902987,0.0773555797713891,5,14.3017712191063,0.996662398773354,3.3486511818808,0.570500634033138,11.2521573758274,"4"
"66021",7.33195679045686,1.01486411137344,0.0916626438638037,4.244173169828,0.0960615860537875,5,13.9899668647309,0.99695183135642,3.58454418063145,0.549242624212784,10.8075097188151,"4"
"70421",9.92041471692506,0.695213128903717,0.455367877781924,2.64610731575397,0.0740057527693636,21.5161501330378,84,0.998224605437,3.2064786919673,0.629244493164874,9.90670230010738,"4"
"72521",7.5,0.720064842294336,0.337579474403896,2.5277053505869,0.100371999626076,5.37480584755509,12,0.9954993088217,3.50445436660211,0.640698225342478,11.26689032447,"4"
"81421",7.37861546811604,0.306348112128797,0.275319976972708,2.09934180022737,0.0767049917638609,3.75861465658967,7.79022637685314,0.995314245551551,3.42758855506013,0.607153105817549,11.2248071238379,"4"
"83121",7.90562702547182,0.70444919704213,0.0799717360851313,2.30201049457596,0.0661920581177329,5,9.97329582117812,0.994696670828005,3.29010405955336,0.555738332681007,11.2713273047071,"4"
"83421",10.9921599968305,0.569077867514135,0.434597757263399,1.59325725529732,0.141142898675056,35.5171737811465,50.770299635639,0.998291761321253,3.36171744865864,0.849054413605545,9.88968881806487,"4"
"87321",6.99589414819355,0.373263481515394,0.204689801818015,1.98139368008457,0.0721121467616408,27.0093793920603,48.8231750428207,0.99591373372558,3.43637565182785,0.587248577233983,10.0720991381385,"4"
"87721",6.96951696806819,0.530440398292971,0.0209629669423519,2.34068294756344,0.0681531315388756,6.90264236469139,13.846398599414,0.995632197418858,3.42178595077926,0.62844867719568,10.8320555737555,"4"
"92821",8.39863940811743,0.673924145858752,0.18372932582208,2.19944584832458,0.0941788622948368,11.0186254693999,76.1583809653856,0.997353616725158,3.2000191687628,0.592764469936395,9.20077527544549,"4"
"93821",12.3243468271651,0.543328532615785,0.645256689904001,1.90006555353213,0.0718683048814538,5.8803737220306,26.4122747724086,0.998267878859947,3.05957323650131,0.672108273471079,9.83302256196973,"4"
"112521",6.33702761681561,0.5477700161109,0.0221011347303521,1.78150202994012,0.076078866237885,4.30450657773695,13,0.994219056798986,3.71221281574877,0.582769450708693,11.4014442700992,"4"
"117721",6.60347260846174,0.86479881319436,0.0282643013980019,5.44251031203945,0.0767522307731137,22.6175773215786,47,0.995939354096551,3.53497371720414,0.48472873987531,10.869490978409,"4"
"119021",8.52311957304582,0.584323937341367,0.186984280362665,1.9149123664656,0.0905059289481018,5.41498258938975,18.4726370609976,0.996533988213222,3.28484497593309,0.492922179489185,9.3799428327901,"4"
"123421",10.1866396693965,0.24374662879605,0.370015818476178,2.20811177422799,0.105285664761317,13.9175309038332,36.0581276613884,0.996288074654108,3.22972793098596,0.498643998127488,9.30033908850016,"4"
"123621",6.92476560505114,0.381745856546937,0.216115864419892,10.8851633977009,0.0672751769277711,7.26458450885395,106.204588032299,0.996357492654361,3.20826500380952,1.1326091320101,10.7458305371831,"4"
"124021",6.54223829371664,0.637659038439206,0.049827039337829,4.86612607613667,0.0583070902105152,11.0006819327482,19.4818287859196,0.995507113528474,3.44768789425251,0.564073835965824,11.5555139186083,"4"
"126221",7.14710396549529,0.660622451978047,0.00412568784374893,1.99690167459228,0.0802148216638508,17,24,0.994364081395022,3.39133710747966,0.589465056229365,11.3107441880798,"4"
"126421",8.85671011566405,0.282668219813463,0.419206832614727,2.34801834989297,0.0888183436620448,11.2965414653877,26.9785600418691,0.997519830647386,3.30978987139379,0.785751869219231,9.40247769058385,"4"
"127721",8.5,0.396256082284082,0.4,6.29439832974285,0.0500038040529557,3,9.77222624677383,0.99572527848155,3.33960034692848,0.585919947057445,11.9956755051404,"4"
"129421",6.79422701920778,0.757359089120378,0.0187915013090652,1.8358056906064,0.0786598583703397,6,12,0.996074699317385,3.46174319799337,0.628461993035144,9.82088582776316,"4"
"130821",7.17785852892802,0.550275119956007,0.234786950950848,2.25986348033188,0.0661342167454473,15,29,0.994065545076644,3.29656604440962,0.677088880883002,11.1615389711609,"4"
"136421",8,0.805479613463149,0.263114459862852,2.03077835040591,0.0808329494237583,10.8851667497977,62.3297613482241,0.99653639442734,3.29360253302465,0.480390863652494,9.88768279331764,"4"
"137021",6.89955030630766,0.344900633339005,0.0773199658649787,1.86373266997564,0.0701512532092907,3.32287427705397,7.96053368038723,0.994875269925117,3.40009303558815,0.539317148903224,10.5598180446111,"4"
"146821",6.70036269752446,0.557184006567739,0.0866144566446721,1.81274725342967,0.0746000527229186,18.2908176769185,33.4607861166204,0.995537829868548,3.3945246894691,0.657924433030147,10.7416014672353,"4"
"148121",5.74106072292934,0.625257680705006,0.0243173396431747,1.93761847537888,0.117974512834799,6,12.6106080919256,0.995005611158652,3.6353868292254,0.608421328299698,10.10210087845,"4"
"148321",7.31077016924545,0.584566096262181,0.259204313760731,1.76138764295997,0.088862605452683,3.84961300245543,8.91327822029285,0.994353777300549,3.31944974037029,0.440953630998807,10.2777322109841,"4"
"148521",7.16619247872521,0.85711175651731,0.0237937426443777,2,0.110781214479321,4,11,0.996016146869087,3.40573583853911,0.56307199786167,10.6157183792305,"4"
"152221",6.94964969063205,0.600820833346247,0.0771819031628874,1.8813046308201,0.0982494825205363,8.38822552806979,22.9968858325653,0.995968300199141,3.31704901022884,0.55498073345767,9.30963545164152,"4"
"39111",7.39810939871003,0.726509786222533,0.144261443016865,1.81066992841794,0.116004258957338,7,19.8871466597347,0.995338183903482,3.45725330363913,0.612761684228881,10.2012804009205,"4"
"42411",8.10753852659724,0.503298444159935,0.253023969240576,2.00200252497066,0.0757815301411603,17.8747382270345,45.6589095909531,0.996258049088707,3.28706098245548,0.617122219167995,9.55875037129144,"4"
"80111",8.82776626799956,0.452020620905873,0.425413308649041,2.2356425750746,0.0768443025968524,26.0827496439748,120.795395754544,0.997585417162638,3.22352677796465,0.623700965557686,9.19507270975191,"4"
"951011",7.74215318626529,0.787457397386065,0.0969992771262635,2.57232615706959,0.0795774065469067,44.3379229734651,86.9376225998271,0.997824396459079,3.5338948426623,0.528482721890109,10.0124636001226,"4"
"152111",9.9390965621546,0.519983783076759,0.942968613868052,3.37954804439033,0.393441949186753,32.7074068472464,68.9780854527105,0.999275105866285,2.81541913333777,1.94032816807922,9.75114211817712,"4"
"162111",8.03778144224278,0.379637422102995,0.304125129475787,1.708131556552,0.0686577581981481,8.59230852546598,20.0150738515161,0.995926522214991,3.38194770669224,0.63745885236259,10.8020869888799,"4"
"168111",7.95497651388482,0.648540720988037,0.0480784513841106,2.73787296839596,0.0817536232983912,17.0442372406731,41.4082761649786,0.996847898723491,3.29258704980392,0.558978636397784,9.50174386258181,"4"
"171111",7.79965070055552,0.596486808902308,0.193245442507504,1.52541684192956,0.0619810568807784,4,8.78470461561485,0.994443955294027,3.17596484097819,0.420143148559619,9.92408893643761,"4"
"200111",6.93131182622138,0.69502653978797,0.0318371194251619,2.20625640127924,0.0748321957852864,13.8193903017676,31,0.995415484449683,3.42523431779823,0.56448190879525,10.7012022706542,"4"
"225111",8.12685851077526,0.780790407985906,0.234447015621025,1.97093743199566,0.090819049908035,14.3282450600636,54.7735900039413,0.997361716496366,3.321419255951,0.531871401506919,10.2145043205199,"4"
"267111",8.06277315003415,0.866788596921853,0.00149280861689277,2.60494325111896,0.0930905996188795,26.0063507565159,60.9271353806291,0.999973119858583,3.59285310390696,0.635110693344298,9.8,"4"
"410111",8.74359698403857,0.520657856317009,0.384479732959416,3.19405524507246,0.0885513427159129,26.3844079434962,51.9511962886056,0.99815193048833,3.29747774628573,0.575719471670655,10.3424042526376,"4"
"577111",10.5256140556523,0.459952516714274,0.410185614701439,2.02244345908885,0.104827454207971,6,14,0.997970815916255,3.31188439884295,0.738849446290971,9.94344929505879,"4"
"601111",7.79650661691904,0.856185899461328,0.156946505120496,2.15445460502182,0.10435899494013,6.90195715429336,23,0.996861555347404,3.35000886045578,0.716621124414719,10.0621292759369,"4"
"648111",7.92075920842048,0.813398458281935,0.137698602132387,2.44259842940486,0.0644087694984674,5,14.2287204210061,0.996742023928065,3.38449090396488,0.575902891088854,11.0144841066334,"4"
"660111",7.17267090426677,0.764527889499882,0.0220806382311307,4.6023617788325,0.0945636534911693,4.6728624953868,12.6811511939216,0.996963111761688,3.41,0.499241199217069,10.9321372756656,"4"
"704111",7.82304028673397,0.386766356518104,0.465481784367579,2.65041935324342,0.0733727553315027,21.8749842024428,84,0.998067738917602,3.30944094808863,0.679079975654915,9.61849781598763,"4"
"725111",7.5,0.492314376220989,0.487109872194372,2.46373575707723,0.104759174132285,5.02221403746178,12,0.995954659635661,3.36368739527165,0.589152233510249,11.3771945833053,"4"
"814111",6.87971557213015,0.356716279818768,0.0216015560921742,2.16802372879126,0.0697085617325801,3.83558594115028,7.89388548379829,0.995706540080226,3.39902083102603,0.517839584708149,10.5602913177501,"4"
"831111",7.58983494479227,1.50584816905683,0.0198407819619214,2.15325490891693,0.120204055060457,5,9,0.994935294312905,3.49609002468712,0.415790714276291,10.9,"4"
"834111",10.7440178792804,0.578540063470617,0.385178264148144,1.53632126868835,0.13448416707369,35.2487344805116,50.1119466093166,0.996621269995708,3.35482862912852,0.813992091904493,9.87937824326047,"4"
"873111",6.86180333144166,0.370664697136634,0.209812480749967,2.16893566322454,0.057178830038002,26.542898249634,48.0526418632778,0.996558657294335,3.46834967593085,0.759167639513079,10.051688218888,"4"
"877111",6.95409689918872,0.578765025781086,0.0260473564577937,2.52941987430526,0.0677688377176398,6.94256098919702,13.2374038194963,0.99576558509532,3.4920297111087,0.579987856187205,10.8087470534752,"4"
"928111",8.45332196692472,0.64856808768605,0.180284935702857,2.60071002682567,0.0955820296233534,11.6164766433788,74.9797903390694,0.99733809449647,3.17359360093168,0.553386698899182,9.30524897478352,"4"
"938111",11.9971663834689,0.60682014330844,0.465817513200236,1.4,0.0712789986419261,6,26.1260711650164,0.997737350636863,3.07,0.615423291291335,10.3406989270872,"4"
"1125111",6.07939455577566,0.571916765079348,0.0182660195946979,2.04040277323032,0.06828529811528,4.07656525894302,13,0.994718470761445,3.56681184417149,0.57073091178929,11.402114098436,"4"
"1177111",7.62913327420494,0.403909087214085,0.578796398393239,2.61948175535917,0.0761057818648443,22.5736501896455,44.8039051236321,0.996375812993545,3.38461152548034,0.747151878964996,11.5293677655047,"4"
"1190111",8.32010775025377,0.574213115979998,0.377327362307548,1.59946861390125,0.0751353157755952,5.07991136964888,18.0096182595709,0.99674146617322,3.24047099069747,0.559924486748927,9.29671202358021,"4"
"1234111",9.68821957735383,0.287983900900317,0.563084257004909,1.94442128515545,0.166152821967771,12.2902943165471,36.8713620085848,0.996664813878745,3.22735296784065,0.53330319501864,9.39535954940682,"4"
"1236111",8.60352270557598,0.575089458341931,0.196251636928334,5.94694334412729,0.0754684690210409,8.75720083361118,105.553486108728,0.997776076674079,3.16670674819485,0.598154548992981,9.86914028551145,"4"
"1240111",7.28129676270711,0.557505392056432,0.153085254918259,3.18593330715357,0.0584835890996261,11.5992485977235,20,0.994823406058687,3.27767330449067,0.626914210028948,11.8,"4"
"1262111",5.9787537205787,0.71570486742752,0.103864559989821,2.09739869279845,0.0716202737062508,16.0276823133611,24,0.993991049362249,3.55712405393347,0.765940119818536,11.2004385090831,"4"
"1264111",7.87318414955693,0.649288604959346,0.0790612790478371,1.94006202740494,0.077197666089529,14.2740442462325,26.9974995088156,0.99682588205624,3.32101438278735,0.546787695424011,9.66280109210254,"4"
"1277111",8.56339960384648,0.372446427793226,0.537450230133254,6.04473574431855,0.0555517952327199,3,8.83757699042653,0.997450904501388,3.2744828036438,0.589063314713495,11.4374347997116,"4"
"1294111",7.48749520517318,0.67969053767132,0.0115386110545416,1.86199590586995,0.0785730884530375,6.73451259976065,12,0.996067237754281,3.3555881964476,0.470869896225699,9.73357006882482,"4"
"1308111",7.14247342717394,0.514407812791284,0.253023888045703,2.16626459141084,0.0624436940496825,15,29,0.993790200399496,3.25702079067052,0.69810989942467,11.2985459750784,"4"
"1364111",9.85585469550367,0.353340019607973,0.39858350839707,2.21049063080944,0.0829977929178942,11,61.3934342762569,0.998197119539789,3.21646763719769,0.499808986342637,9.51304862178452,"4"
"1370111",7.69896169629247,0.572163496275887,0.197322123637306,1.50304312209506,0.069,4,8.96304313131889,0.994449173250184,3.16268006664506,0.489573828314636,9.84801981324707,"4"
"1468111",6.70174327905013,0.599755299931655,0.0688253295632835,2.08311780377908,0.0736381484271948,18.0555453081384,33.6449376294281,0.995552080279513,3.34174855833293,0.662696797166892,10.0428132212412,"4"
"1481111",5.99386931666094,0.746373915888736,0.0231575706888768,1.86625002906427,0.0862893346918605,6,12.8392382156842,0.99576944807072,3.59380893270444,0.604734521397753,10.2612019940218,"4"
"1483111",7.01290987426748,0.529132902849152,0.0512323986083986,1.81560185859339,0.0725723028709224,3.00240793451555,8.08331161678658,0.995776485219312,3.4023274690139,0.483782645526291,10.5694885036254,"4"
"1485111",6.87637511624856,0.897501366742031,0.0483170071762795,2,0.105571250012441,4,11,0.995983319312761,3.52029049986281,0.620348577653137,10.059629350569,"4"
"1522111",6.92970592934585,0.484372466429442,0.1762388970335,1.89399381632757,0.0916894756975616,8.6126873315508,22.9823284694422,0.996025188378162,3.38537898255015,0.575256738696434,9.16188721715817,"4"
"2683",7.9,0.384688540919288,0.322276611515569,3.02886520292888,0.078,15.0774991190401,37.1343199424929,0.997093716282779,3.34514227615723,0.84026948421277,12.7906017949176,"8"
"2793",10.6017064303785,0.34821100900287,0.450946929758787,6.28886985097442,0.0757646293859275,5.01172718129001,13.126147029124,0.997604905813853,3.22796066917652,0.822883095515654,12.5880031491093,"8"
"4413",12.5784568005707,0.418146553277038,0.541609512006398,2.30834338162094,0.0715943053569645,5.95493020652793,27.1434583328664,0.99936704512015,3.03347541254014,0.844161294358782,9.80854364724364,"8"
"4563",11.2981414719376,0.596087927160689,0.676935629765646,5.19801590255837,0.08635449028757,5.83017964879957,18.5504832437215,0.998802999361686,3.22,0.680062365840925,12.4486401159733,"8"
"4823",9.38188461958298,0.320699350629232,0.550248758071745,2.25180945659962,0.0758216711243592,6,16.8495260355656,0.996007086882873,3.15367125011142,0.919025221395704,11.8206909760739,"8"
"4963",10.6107958841834,0.349954113500091,0.532841126112322,2.60023683257331,0.0706488947288393,5.38447423098559,16,0.997194724061829,3.15134915650762,0.661539502731899,11.0353954839736,"8"
"4993",10.7140038816914,0.351154824615876,0.557642627007511,2.58811428318908,0.0697728296702315,5,15.9936050251908,0.997224718368181,3.15113114467964,0.655765497919987,10.5682629752208,"8"
"5893",7.01894812565794,0.431180481891028,0.215794999215708,2.1060713444539,0.0644751362872536,19.3779252574336,49.9681528722186,0.995226263125631,3.54150701263165,0.744157946709036,11.354448966799,"8"
"8293",7.74756771168853,0.575294244164668,0.058575291574855,2.22819562553183,0.0698968451851914,33.7934885905197,44.7995157535704,0.994493182524443,3.40129613680156,0.656681917638113,12.4598629462233,"8"
"10623",9.09025013691231,0.378251813962115,0.493281684822681,2.07476395975657,0.0839379767706098,7,16,0.994767382185502,3.22142435586811,0.7225983460646,12.4009460464355,"8"
"10913",10.001151113415,0.262947587600663,0.606761233444431,2.12233080525334,0.0811935322307954,39.2143126783298,74.5819726412803,0.994659294836889,3.03667286732892,0.667036901162991,11.8005728159748,"8"
"11213",8.49301874288755,0.473245805121238,0.438655385600426,2.33331317320252,0.0782471509118148,7.01072859717533,16.1997912542429,0.99253428198242,3.26279109611102,0.731613614213037,12.8961118631952,"8"
"12703",6.83569984476545,0.489921823594477,0.080250951102665,1.81205472308281,0.0484202168512047,27.4586448575682,86.7227745033714,0.994517525585574,3.49352387751897,0.760644007154553,13.0285159465246,"8"
"14503",7.0938879250772,0.407783847911292,0.25523257441154,2.11243449472726,0.0601977804583602,15,29,0.994358602443113,3.24955190738968,0.71273689105166,11.2962836905333,"8"
"15503",7.32929245945578,0.438320471547486,0.213485801119897,1.8293437540878,0.0782785979576864,17,24,0.994225242926613,3.35238176273912,0.640820424853755,11.3604755455486,"8"
"26812",7.23621863462031,0.448573883008643,0.0902113855814307,3.00852049012887,0.0776708960039541,15.3401299570738,37.0021967840592,0.99627984931954,3.34801101343069,0.53496419119878,11.8014687719766,"8"
"27912",11.3679257526657,0.524743767173537,0.60602956767143,5.51505422136697,0.11549945880936,5.99427461901232,14.8916901646455,0.998280971311333,3.14955617147256,0.829927414781508,12.1921147637093,"8"
"44112",12.5722239834616,0.564019386444188,0.533456557658278,1.9652200770088,0.0659259336991691,5.85502889351551,27.0709685807489,0.998686656461634,3.03752042857381,0.664169394323496,9.78118627618041,"8"
"45612",10.715332537743,0.48197119035465,0.672338868534785,3.71914140359903,0.133879671633567,5.63376758364609,16.9485162435162,0.99782190829308,3.20288645954337,0.657907910978811,11.3010263444074,"8"
"48212",9.23312889912195,0.419997841381215,0.484040195445995,2.09178270544716,0.0739648499814635,5.723221184453,16.0122043914191,0.996475594115672,3.20859654798384,0.752549982593236,12.3800736907804,"8"
"49612",10.997584775122,0.381453676730791,0.555258986324449,2.49596847299012,0.0630079357657224,5,15.9644188751694,0.997216709050331,3.15305576566595,0.654514949146456,10.628890191045,"8"
"49912",10.4869094347716,0.34807415240381,0.543345890094966,2.74025195126274,0.0930571686179022,5.40914091716449,16,0.997029062631178,3.15773035682246,0.677819445409274,11.2686418034695,"8"
"58912",6.52643333737556,0.556028182012766,0.209603592065599,2.02716968136541,0.0520632847359893,19,48.2087614755524,0.994557730836518,3.47380209310244,0.649937578162846,11.5438100637555,"8"
"82912",7.52643048296475,0.628034551550697,0.00930241368775094,2.14970398672878,0.0754080467785687,33.3553043680731,44.6923253257176,0.995701686585185,3.29705723489747,0.612264671181728,10.473350221137,"8"
"106212",7.97915326884157,0.313421770936022,0.455271153928159,1.8483773581282,0.0693271732217669,6.83656608033925,15.2653185958063,0.99484917211582,3.22468196981756,0.689234767595639,11.503282216872,"8"
"109112",10.0937079949284,0.556241466668842,0.42070699561169,3.58287054595721,0.0863516606974455,35.6079829015904,75.0847880697942,0.995397734528596,3.10304716757213,0.715734570991935,10.4156831375943,"8"
"112112",8.10665168329528,0.502914676981291,0.415623985106423,2.42856220688032,0.0736205706353682,8.86507745669223,17,0.993543336742862,3.24478021461387,0.584467155068772,12.1627507261814,"8"
"127012",6.16424730664342,0.47865174242761,0.22551385199324,2.16609154442215,0.0686525522719427,27.48925475534,85.9032836020068,0.998082524280483,3.41970460304441,0.62165192470241,9.83083691919299,"8"
"145012",7.09620372640155,0.513813405117965,0.253623903181328,2.05570204524209,0.0624435672764366,15,29,0.993562890891053,3.25478522692762,0.687572742540405,11.2971828866159,"8"
"155012",7.07935553583245,0.693570782358419,0.141458062000612,1.98105216685914,0.0794493942950384,17,24,0.9942292293645,3.51191542698212,0.589185442352916,11.3065603533334,"8"
"26821",7.20494157234717,0.430921710427946,0.254307335980621,2.86601957078092,0.0772414620443388,15,37,0.996834671923366,3.35895636974247,0.561744830943487,11.6629344348684,"8"
"27921",10.5953213379816,0.429059883853292,0.458351858076108,4.97730826017236,0.105070237634719,5.0827558714114,13.0514478669126,0.997707018310017,3.25405815414141,0.825343036370573,12.3627994450483,"8"
"44121",12.0460881809478,0.441007176246403,0.509223019396809,1.48363165715715,0.0869470528738709,6,28.4985750487047,0.997213604343524,3.05545462091123,0.788931028148204,10.0237027480634,"8"
"45621",10.1925217955108,0.439825376694774,0.596462783898277,4.66984441563246,0.110283121137157,6.05890797818311,19.6470240470629,0.996806709398992,3.24003767789637,0.695339923770538,12.9215484670233,"8"
"48221",9.25422179357573,0.384330017114732,0.424212863980824,2.12899205611812,0.0741111191158684,6,16.3515624513613,0.996651724698986,3.16618310127145,0.906660952846272,12.3464010946176,"8"
"49621",10.4626423044014,0.345670996242154,0.542615006242583,3.03827646856596,0.0916484188381629,5.35043723546385,16,0.997028254099433,3.16172102328679,0.677767840209744,11.2688005325451,"8"
"49921",10.800400174041,0.426777834679107,0.560552202559481,2.41198786402911,0.0664058008396921,5,15.9837415060017,0.997295324895806,3.16286352247984,0.653093771550417,10.7561158956802,"8"
"58921",6.39136054506378,0.341640982182924,0.11076954479805,2.00914801897494,0.0603882581004275,19.2438467180635,49.3221695125103,0.994296768594607,3.4883200071011,0.666228697507859,12.8796824917562,"8"
"82921",6.88379662771104,0.581373629570558,0.08696591664586,2.02748392396188,0.0850020789082309,32.8927083914168,44.0238158912179,0.994754173720373,3.45212910528247,0.584619256674654,9.74100310517935,"8"
"106221",8.97721999892539,0.407154614418119,0.488454926888389,1.99741194000311,0.105726027878611,6.14138636365533,16,0.995119689073334,3.34600486332693,0.718771887603471,12.4056777576932,"8"
"109121",8.80090040760679,0.289356204235641,0.401624422695425,1.9,0.058672725052939,42.5863213150125,74,0.994263651785226,3.14145678107286,0.798481222274051,11.9881078935269,"8"
"112121",7.86598831831579,0.518698423996927,0.375055132543666,2.53542393588538,0.0862280740202857,8,17,0.99310127603174,3.24845878027252,0.73195095993456,12.168377037285,"8"
"127021",8.5831774415873,0.430887973107995,0.310930679677761,2.47527614879384,0.0765305842566115,26.5089460767409,86.3682133410045,0.995179433440036,3.39150561233319,0.638451408173078,9.5639201943508,"8"
"145021",7.2,0.475670825582005,0.301458319972424,2.00075609772313,0.0564098737427814,15,29,0.994675919955093,3.23261282843759,0.683076165729853,11.3115369863057,"8"
"155021",7.24235766710276,0.606001316033181,0.0819695960726205,1.94204300083564,0.0791819422489648,17,24,0.994195736536417,3.40610450131005,0.597577165469962,11.3609564265309,"8"
"268111",7.93262603208423,0.586377186474537,0.087096364842755,2.5750068081017,0.0828196553462185,15.9851870177466,37.1842783398988,0.997023924673211,3.33826849713439,0.695879253691063,11.7296581480912,"8"
"279111",11.4545007673652,0.446677615566852,0.459658875185926,5.83942345925598,0.0847692665555166,5.88328983108988,14.0092647430658,0.997514843457636,3.2205079603968,0.490955893569968,11.9341247844325,"8"
"441111",12.3824158466143,0.447550167667805,0.701550076940222,2.42002751468726,0.0726095133395799,5.90754608562818,26.6643595540946,0.998640915410373,3.02018263197681,0.682019286718029,9.59499063522213,"8"
"456111",11.5617996829295,0.639890826779588,0.634486943452608,5.06249480162708,0.105459689116223,5.63160512379881,18.9014111386892,0.998800498656605,3.20363305097209,0.696590410454523,12.8895522671737,"8"
"482111",9.04976490274577,0.428296217646258,0.450112967734882,1.90873247971102,0.065856173028192,6.11787889131553,16.046280994292,0.995292047728169,3.19350667460684,0.70053364747963,12.4961982500503,"8"
